AREACD,AREANM,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14
E07000036,Erewash,1287.6,1299.4,1212.1,1202.2,1135.3,1175.5,1106,1070.8,984.1,995.4,924.3,949.6,1015.6,978.6
E07000037,High Peak,1182,1241.4,1158.4,1154.8,1187.2,1091.9,1047.7,1074.7,1091.1,926,993.4,1007.9,987,934.9
E07000038,North East Derbyshire,1279.5,1303.2,1257.1,1206.8,1207.6,1135.9,1175.1,1152.4,1001.7,978.3,1012.4,988.5,931.8,955.8
E07000039,South Derbyshire,1313.6,1267.8,1290.7,1254.5,1190.1,1092.7,1117.3,1168.5,1071.2,991.9,999,1042.2,1048.5,1010.8
E07000040,East Devon,1059.1,1066.7,993.4,969.2,1001,955.9,909.1,898.8,918.5,836,819.6,893.3,857.7,827.8
E07000041,Exeter,1131.4,1169.4,1111.9,1109.4,1073.9,987.5,1001.3,1028.9,943.1,922.6,910.1,941.7,915.1,927.9
E07000042,Mid Devon,1073.8,1037.4,1043.1,1003.4,1000.8,930.7,939.8,956.2,891.2,892.6,876.9,829.2,768.8,792.8
E07000043,North Devon,1180.4,1087.8,1196.5,1105.2,1035.6,1066.4,989.7,1038.6,980.2,927.5,949.9,957.5,932.6,945.6
E07000044,South Hams,998.3,1068.5,1021,965.2,982.3,944.1,969.5,921.1,902.5,886,831.3,876.6,833.8,794.6
E07000045,Teignbridge,1074.3,1027.1,1060.3,1016.3,957.9,931.1,932.4,966.7,947.9,949,895.5,946,891.1,870.7
E07000046,Torridge,1187.6,1183.4,1197.8,1082,1030.7,941.7,1037.3,1022.3,939.6,900.3,991.7,948.9,932.7,980.2
E07000047,West Devon,1168.8,1051,1050.5,970.4,941.1,968.6,931.4,974.9,919.5,886.3,896.7,943.1,893.5,825.2
E07000048,Christchurch,1000.5,1004.4,1045.9,897.6,896.8,879.1,907,868.4,795.1,867.3,784.3,731.3,804.2,793.3
E07000049,East Dorset,963.1,934.8,961.6,853.4,904.6,832.6,839.8,858.7,790.1,755.5,743.4,762,764.1,712.7
E07000050,North Dorset,1008.7,1034.2,984,924.2,987.8,906,870.6,862.7,807.2,836.9,794.5,836.7,809,766.6
E07000051,Purbeck,974.3,1044.3,962.1,987.7,892.4,939.5,958.7,875.9,875.4,819.6,818,761.8,908.3,784.6
E07000052,West Dorset,1061.4,1076.4,1081.8,970.5,996.2,938.1,918.2,936,910.7,871.8,829.9,867.6,857.5,797.1
E07000053,Weymouth and Portland,1177.9,1241.7,1157.7,1047.7,1058.8,1031.9,1044.5,1101,992.6,1013,958.2,980.5,982.9,993.5
E07000061,Eastbourne,1152.1,1122.1,1080.6,1075.3,1087.1,1013.7,984.1,971.8,951.9,1031.4,907.9,948.2,955.8,893.3
E07000062,Hastings,1365.1,1321,1327,1240.3,1156,1304,1187.7,1140.4,1192.6,1092.2,1129.6,1072.8,1070.2,1051.7
E07000063,Lewes,1033.4,1022.2,1002.3,965.6,955.1,891.2,878.2,892.8,827.8,859,849.4,809.9,839.1,751.6
E07000064,Rother,1100.4,1159.5,1118.7,1081,1002.3,1011.3,963.2,936.2,939.8,914.7,873.5,901.7,914.8,875.9
E07000065,Wealden,1023.5,989.7,1029.9,1021.9,940.9,950.8,870.9,942.4,839.8,933.3,870.2,848.6,841.1,807.6
E07000066,Basildon,1166.6,1258.7,1181.3,1212.8,1138.4,1150.7,1074.7,1088.3,998.8,1027,949.9,996.2,970.3,965.9
E07000067,Braintree,1280.3,1253.3,1270.4,1088.5,1098.8,1063.1,996.8,1068.6,985.5,1059.9,919.6,1010.8,950.1,916.8
E07000068,Brentwood,1085.7,1070.4,1111,1002.1,956.3,962.9,947.9,1005.3,860.9,842,850.7,893.7,855.2,922.9
E07000069,Castle Point,1153.3,1246.7,1239.2,1139,1049.8,1083.8,1071.3,1096.5,943.2,968.4,957.6,1008.4,1045.1,956.5
E07000070,Chelmsford,1089.5,1020.3,1047.9,1026.2,977.9,918.1,936.6,895.8,878.2,907.2,880.4,913.6,839.6,819.8
E07000071,Colchester,1161.1,1130.6,1098.8,1087.8,1067.1,1062.7,992.3,981.1,957.5,954.7,967.6,955.4,920.3,971.6
E07000072,Epping Forest,1130.2,1163.8,1196.3,1164.6,1135.8,1095.9,1088.7,1090.7,984.4,955.7,906.8,917.9,853.1,1024.9
E07000073,Harlow,1167,1114.5,1113.6,1020.1,1096.3,1007.3,1036.5,996.9,1041.9,1025.5,1028.6,1020.1,939.4,1029.1
E07000074,Maldon,1206.7,1073.5,1188.7,1162.6,1060.8,1090.3,1056.1,1056.9,953.4,910.1,932.2,951.9,911.7,915.1
E07000075,Rochford,1081.4,1101,1079.1,997,989.5,954.2,919,983.8,899.2,961.9,821,834.5,871.7,808.7
E07000076,Tendring,1192.1,1219.3,1143.4,1105.4,1176.4,1069.8,1078.5,1072.4,998,1053,1083.6,1026.5,1039.8,966.3
E07000077,Uttlesford,1206,1051.6,1018.7,1055.3,994,1009.7,1001,941.8,913.2,796,887.6,772.4,769,846.5
E07000078,Cheltenham,1122.6,1061.6,1180.9,996.3,1009.6,1059.2,967.7,956.8,912.6,895.2,869.8,905.1,923.5,886.7
E07000079,Cotswold,1081,1020,1059.9,1050.9,1017.8,900.1,944,983.3,927.9,829.1,800,802.1,863.2,823.2
E07000080,Forest of Dean,1200.3,1271.2,1207.4,1143.9,1017.3,1075.4,1056.8,1116.8,940,933,951.2,952.5,982.3,923.2
E07000081,Gloucester,1207.4,1190.1,1211.3,1249.8,1171.5,1073.1,1125.9,1095.5,1074.6,1050.1,1019.9,977.5,1035.6,1002.1
E07000082,Stroud,1157.7,1156.3,1160.7,1058.2,1057.4,1084.3,1037,1034.1,961.4,954.9,910.8,985.4,1091.2,971.2
E07000083,Tewkesbury,1085,1072.7,1117.9,1045.3,1031.4,987.6,945.7,918.3,983.2,907.7,913.6,913.6,891,868.3
E07000084,Basingstoke and Deane,1123.8,1207.6,1190.3,1113,1013,1008.9,1031.4,999,942.8,1017.2,934.5,902.9,919.6,916.5
E07000085,East Hampshire,1142.3,1136.8,1156.7,1041,1032.3,1042.4,974,1018.4,921.3,898.5,873.5,931.9,876,833.0
E07000086,Eastleigh,1124.6,1211.7,1165.8,1115.7,1058.9,1013.7,1023.4,1022.9,862.4,896.3,809.2,847.6,888,818.5
E07000087,Fareham,1111.2,1093.5,1050.4,974.2,954.6,943.7,889.8,902.9,949.9,906.8,907.4,891,951.3,902.5
E07000088,Gosport,1265.9,1209.4,1229,1177.8,1215.7,1129.2,1138.9,1002.5,1060.7,1063.8,1007.6,1051.4,1068,951.4
E07000089,Hart,979.1,955.6,1036.7,961.5,965.2,809.9,885.4,808.3,836.1,765.3,764.7,804.8,747.6,739.6
E07000090,Havant,1196.5,1146.8,1164.6,1076.4,1041.8,1012.6,997.4,986.2,954.4,953.3,943,935.1,978.9,876.1
E07000091,New Forest,950.4,983.8,1001.6,945.4,933.5,878.7,883,899.2,828.6,828.6,796.6,816.8,800.3,764.8
E07000092,Rushmoor,1259.2,1371.3,1231.3,1115.7,1095.6,1100.9,1058.6,1099.9,1027.7,1033.9,990.7,984.2,1075.7,932.2
E07000093,Test Valley,1156.3,1105.2,1100.1,1091.2,1056.2,985.2,1031.7,948.6,930.6,898.2,856.4,895.6,886.5,822.0
E07000094,Winchester,1047.4,1032.8,1101.2,1009.9,933.9,930.6,986.4,953.3,866.1,817.3,806.4,758.6,802.1,828.9
E07000095,Broxbourne,1180.5,1148.1,1151,1134.6,1010.2,1027.5,1000.4,963.1,872.2,881.1,872.9,923.9,861.2,784.5
E07000096,Dacorum,1163.1,1112.7,1106,1080.1,1084.6,1026.6,940.5,987.9,900.2,934.8,874.3,920.2,931.4,803.5
E07000242,East Hertfordshire,1142.9,1127.5,1071.1,1087.6,1000.5,975.7,949.5,1002.1,901.8,957,830.1,921.6,829.3,815.1
E07000098,Hertsmere,1197.6,1235.4,1180.6,1213,1151.6,1036.7,1044.8,1056.9,1035,909,886,942.9,865.3,884.4
E07000099,North Hertfordshire,1317.8,1235.3,1203.4,1087,1106.8,1090.7,1031.3,1134,987.3,1089.5,981.7,981.6,967.9,953.3
E07000243,Stevenage    ,1228.9,1170,1300.4,1093,1076.7,1120.2,1147.8,1081.2,1054.5,1002.9,970.2,1053.9,1018.6,1073.2
E07000102,Three Rivers,1080.5,1159.7,1108.4,1002.3,1048.5,985.8,954,946.3,876,923.5,876.9,910.1,878.4,851.0
E07000103,Watford,1353,1296.4,1303.4,1248.1,1171.7,1171,1177.1,1137.3,1066.4,1097.9,992.4,1105,1035.7,1046.4
E07000105,Ashford,1075.1,1099.5,1145.5,1032.8,1038.3,992,965.9,908.4,949.2,921,834.1,864.7,905.5,929.8
E07000106,Canterbury,1160.1,1161.9,1174.7,1163.9,1109,1068.3,1043.7,1044.5,1023.3,963.1,934.6,936.3,894.7,926.1
E07000107,Dartford,1328.2,1269,1402.7,1320.2,1332,1110.8,1138.6,1133.5,1164.7,1130.4,1122.8,1115.7,1088.3,1005.4
E07000108,Dover,1242.5,1198.8,1201.1,1109.2,1160.2,1081.6,1101.9,1060.3,1043.3,1005.4,1025.7,1000.2,961.5,975.2
E07000109,Gravesham,1145.1,1247.4,1218.7,1129.6,1107.7,1062.3,1135.6,1077.1,1062.4,1011.1,970.5,934.7,1012.7,986.3
E07000110,Maidstone,1166.6,1186.5,1189.3,1130.7,1162.3,1094.5,1071.8,1032.9,989.5,1054.2,934.5,955.8,977.3,941.5
E07000111,Sevenoaks,1022.1,1006.9,1035.9,975.1,913.3,905.6,953,957,897.3,864.3,862.3,858.2,868.2,811.3
E07000112,Shepway,1246.3,1191.1,1237.3,1102.2,1162,1080.4,1031.4,983.9,970.2,951.1,946.9,949.6,923,945.2
E07000113,Swale,1280.1,1304.5,1266.2,1222.1,1126.3,1203.1,1185.4,1153.9,1144.9,1062,1003.6,966.7,1048.2,1014.1
E07000114,Thanet,1247.2,1249.2,1310.8,1212.9,1276.2,1186.6,1103.1,1127.4,1194.4,1071,1083.9,1034.3,1034.1,1036.4
E07000115,Tonbridge and Malling,1141.8,1115.5,1113,1008.8,1064.8,961.8,946.3,969.8,922.1,948.2,888.8,847.8,872.4,771.7
E07000116,Tunbridge Wells,1078,1158.2,1098.2,1074,1010,979.1,989.4,933.9,900.3,871.1,823.9,824.1,842.6,806.4
E07000117,Burnley,1363.1,1453,1416.9,1431.6,1253.8,1359.5,1316.4,1295.9,1267.8,1107.6,1217.1,1297.1,1187.5,1167.0
E07000118,Chorley,1337.5,1347.3,1349.6,1322.4,1272.2,1110.7,1112.9,1259.1,1114.2,1031,1055,1044.5,1029.1,1050.6
E07000119,Fylde,1201.7,1214.9,1188.2,1138.5,1117.4,1081.8,1055.3,1068.6,1055.7,949.6,988.9,1004.9,1021.3,969.9
E07000120,Hyndburn,1430.5,1426.8,1406.5,1249.2,1277.4,1322.8,1263.9,1398.6,1265.8,1236.1,1188.8,1161.5,1228.4,1162.3
E07000121,Lancaster,1254.7,1275.4,1245.2,1187.3,1151,1151.2,1190.5,1211.3,1075.8,1089.4,1074.6,1069.5,1097.6,1056.0
E07000122,Pendle,1275.2,1252.8,1314.9,1215.7,1251.5,1180.5,1129.7,1088.6,1136.6,1069.3,1037.3,1042.1,1068.1,1083.1
E07000123,Preston,1439.7,1399,1419.7,1304.4,1375.5,1272.4,1274.8,1356.6,1201.1,1173.3,1073.8,1152.4,1134,1125.4
E07000124,Ribble Valley,1214.7,1221.8,1124.6,1164.4,1081.7,1061.2,1091.4,899.4,1104.6,1007.7,921.1,902.5,879.9,944.3
E07000125,Rossendale,1461.5,1370.8,1461.9,1345.2,1391.3,1227.5,1259.2,1291.5,1313.3,1142,1199.2,1067,1110.6,1086.0
E07000126,South Ribble,1267.7,1202.8,1247.5,1094,1053.4,1132.7,1165.3,1085.9,1022.2,954.6,992.7,959.8,955.4,885.8
E07000127,West Lancashire,1392.2,1408.9,1377.4,1307.9,1280.1,1182,1197.3,1208.2,1116.5,1112.5,1040.6,976.6,1088.3,965.2
E07000128,Wyre,1170,1238.7,1215.1,1218.1,1272.5,1080.5,1136.6,1099,1059.8,1015.9,1052.2,1064.6,1015.1,974.7
E07000129,Blaby,988.4,1081.3,1106,1008.5,998.8,962.4,945.6,967.5,898.9,942.3,850.3,845.3,924.8,829.8
E07000130,Charnwood,1225.9,1133.2,1204.5,1134.6,1157.9,1095.1,943.1,1029,934.9,971.4,925.8,957,921.7,894.3
E07000131,Harborough,1180.6,1144.2,1119,1072.1,1094.1,938.5,1009.7,919.7,906.5,883.6,844.9,905.3,870.7,871.0
E07000132,Hinckley and Bosworth,1150.9,1133,1165.4,1127.4,1137,1081.2,1004.1,1029.5,963.4,950.4,880.9,942.2,886.3,848.5
E07000133,Melton,1171.8,1048.8,1132.5,1103,1072.9,1062.4,972.6,1083.4,862,870.6,948.8,917.1,921.5,851.9
E07000134,North West Leicestershire,1193.9,1218.3,1312,1168.6,1230.8,1158.6,1082.8,1083.8,1035.8,1049.4,928.5,978,992.9,948.2
E07000135,Oadby and Wigston,1080,1115,1137.1,1137.1,1070.3,1085.6,962.8,1006.4,993.7,994,926.3,871.2,932.3,898.0
E07000136,Boston,1247.1,1257.7,1219.6,1173.4,1159.9,1180.7,1223.8,1109,1179.2,1015.7,1005.5,1029,1074.1,989.6
E07000137,East Lindsey,1218.2,1201.3,1199,1202.9,1111.6,1179.3,1094.3,1097.2,1123,1105.2,1061.7,1066.8,1033.3,989.9
E07000138,Lincoln,1238.3,1244.4,1329,1207.5,1210.6,1227.5,1190.7,1202.2,1122.2,1067.7,1108.6,1075,1135.6,1029.8
E07000139,North Kesteven,1226.7,1152.6,1231.3,1205.5,1032.7,1045,1033.1,1093.6,978.3,913.9,956.8,943.2,874.7,813.8
E07000140,South Holland,1234.9,1207.4,1120.6,1181.9,1041.6,1044.6,1100.3,1126.5,1003.1,984.8,924,961.1,970.2,980.0
E07000141,South Kesteven,1133.1,1103.4,1101.4,1045.3,1079.3,1112.2,1070.3,1045.3,951.5,937.2,940.7,934.3,908.7,872.5
E07000142,West Lindsey,1241.1,1189.9,1210.4,1138.9,1188.3,1073.8,1045,1028.8,1011.4,938.7,1042.5,973.9,998.9,856.9
E07000143,Breckland,1154.8,1220.5,1155.8,1076.3,1081.5,1067.1,1044.1,1027,1003.2,981.6,957.4,935.8,954.9,914.5
E07000144,Broadland,1102.7,1220,1073.8,1077.2,1124.3,1043.9,1007.3,1019.1,1034.4,937.5,872.3,887.1,915.5,850.6
E07000145,Great Yarmouth,1239,1197.9,1178.2,1178.4,1184.1,1166.9,1109.4,1150.4,1069.7,1060.1,1078.6,1046.5,1068.6,1067.7
E07000146,King's Lynn and West Norfolk,1160.1,1160.4,1152.2,1088.4,1064.1,1042.9,1018.8,1002.4,928.5,964.3,920.3,917.6,960.4,886.0
E07000147,North Norfolk,1074.5,1113.9,1074.7,1023.5,1021.1,947.8,902.8,967.2,910.2,854.1,839.6,902.3,875.6,853.1
E07000148,Norwich,1070.4,1151.8,1069.5,1055.9,1062.4,1055.5,961.5,1044.6,1030.3,932.2,942,913.6,902.4,895.4
E07000149,South Norfolk,1029.5,1002.6,1008.4,1001.4,950.2,912.6,963.3,931.6,917.2,926.8,834.1,836,827.5,834.9
E07000150,Corby,1354.2,1381.8,1401.4,1265,1313.4,1379.3,1201,1280.8,1265.1,1280.9,1236.1,1123.9,1181.3,1143.6
E07000151,Daventry,1208.6,1119.9,1184.6,1166,1067.9,1079.1,1111.2,1086.4,966.7,954.7,972.5,1063.7,973.6,938.9
E07000152,East Northamptonshire,1173.7,1205.5,1167.6,1199.5,1200.5,1073.4,1067.2,1152.5,1049,1003.6,979.6,933.6,915,943.4
E07000153,Kettering,1125.3,1268.3,1292.8,1169.3,1176.3,1099.9,1071.7,1027.4,1074.5,1039.4,999.5,1001.6,982.4,942.4
E07000154,Northampton,1201.3,1290.7,1245.6,1189.5,1151.2,1172.4,1139.4,1117.9,1054.6,1126.2,1070.8,1106.5,1038.7,1007.4
E07000155,South Northamptonshire,1072.6,1123.1,1162.9,999.7,1009.2,1043,926.2,974.1,907.5,867.3,864.1,816,857.5,810.4
E07000156,Wellingborough,1180.6,1280.1,1222.9,1134,1092.5,1118.4,1099.4,1061.6,998.4,962.9,952.3,852.8,965.5,937.7
