AREACD,AREANM,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14
E07000006,South Bucks,1384.3,1340.8,1248.1,1280.7,1153.4,1124.1,939.6,1015.8,1086.6,1043,1043.5,1092.7,1013.4,1032.9
E07000007,Wycombe,1379.8,1255.9,1324.4,1187.5,1272,1061.7,1038.7,1071.6,1061.4,1056.3,961.5,952.9,923.4,946.3
E07000008,Cambridge,1402.1,1400.5,1359.4,1334.3,1256.9,1319.1,1253,1283.8,1121.4,1110.2,1000,1163.6,1123,1052.1
E07000009,East Cambridgeshire,1443.2,1305,1372.9,1326.5,1195.8,1147.4,1144.5,1136.7,1026.2,1029.8,1092.9,863.3,979.9,964.7
E07000010,Fenland,1676.5,1476.3,1641.3,1304.8,1438.6,1369.7,1357.1,1345.7,1347.3,1211,1166.8,1147.4,1152.3,1121.3
E07000011,Huntingdonshire,1415.1,1366.6,1375.2,1228.7,1102.6,1256.5,1254.7,1120.7,1082.9,1078.4,1020.4,994.9,1021.3,970.7
E07000012,South Cambridgeshire,1160.1,1317.2,1165.9,1211.3,1207.8,1107.4,907.5,1001.5,1004.1,979.7,865.3,872.5,954.6,952.8
E07000026,Allerdale,1594.4,1612.5,1464.5,1399,1502.8,1456.2,1353.1,1299.6,1268.3,1322.9,1255.8,1229.4,1139.2,1196.7
E07000027,Barrow-in-Furness,1822.4,1793.2,1536.1,1725.5,1513.4,1478,1581.4,1380.8,1205.3,1278.7,1308.6,1206.9,1384.7,1310.0
E07000028,Carlisle,1631.1,1500.8,1559.6,1550.5,1516.6,1374.5,1356.9,1379.1,1374.7,1212.1,1117.4,1212.8,1113.6,1171.6
E07000029,Copeland,1511.5,1634,1543.5,1641.2,1635.4,1357.6,1481.9,1312.6,1240.3,1344.9,1264.9,1302,1391.5,1207.1
E07000030,Eden,1286.8,1375.2,1266.3,1383.9,1326.7,1225,1205.7,1274,1093.6,1172.1,1082.3,1022.1,1061.2,924.2
E07000031,South Lakeland,1327.4,1435.5,1255.2,1291.2,1208.9,1165.3,1128.1,1136.2,1135.4,1119.9,1038,987,1094.1,1024.2
E07000032,Amber Valley,1528.1,1544.3,1582.5,1399.7,1344.4,1329.9,1254.4,1298.4,1227.4,1180.1,1238.4,1151,1208.3,1124.4
E07000033,Bolsover,1579.6,1788.5,1795.9,1568,1562.7,1517.6,1622.3,1524.3,1369.3,1278.6,1379.4,1373.5,1383.9,1508.4
E07000034,Chesterfield,1645.2,1725,1817.3,1387.8,1505,1550.1,1426.2,1431.4,1415,1377.3,1271.3,1273.6,1276.3,1222.0
E07000035,Derbyshire Dales,1476.2,1364.2,1421,1358.7,1140.3,1276.8,1214.8,1106.5,1074.8,1087.9,1085.9,1016,1091.9,1069.0
E07000036,Erewash,1613.5,1611.8,1445.7,1415.7,1443.4,1355.9,1258.1,1359.5,1079.8,1226.6,1077,1171.1,1185.5,1132.0
E07000037,High Peak,1432.2,1414.6,1308.6,1241.2,1390.8,1245.6,1243.3,1278.1,1247.9,1054.9,1160.2,1151.3,1185.9,1123.5
E07000038,North East Derbyshire,1615.8,1563.1,1421.6,1472.4,1329.8,1311,1403,1303.2,1133.7,1102.7,1176.3,1075.8,1061.3,1082.5
E07000039,South Derbyshire,1603.5,1551.2,1442.9,1523.8,1434.8,1253.9,1336.9,1333.6,1138.1,1140,1239.5,1207.1,1158.3,1235.0
E07000040,East Devon,1375.3,1315.8,1134,1171.2,1222.6,1228.3,1075.4,1025.3,1105.6,993.4,920.8,1069.7,982,919.6
E07000041,Exeter,1474.4,1415.3,1505.5,1489.3,1434.7,1335.7,1316.3,1258.1,1200.7,1119.2,1075.4,1174.6,1224.7,1199.0
E07000042,Mid Devon,1334.7,1256.6,1216.9,1303.5,1287.1,985.1,1111.6,1102.5,1036,1094.7,1154.4,965.1,903.4,939.1
E07000043,North Devon,1469,1371.1,1503.9,1358.7,1211.3,1306.8,1204.3,1241.3,1229.8,1149.8,1090.6,1109.9,1084.1,1112.2
E07000044,South Hams,1148.2,1351.5,1222.9,1079.5,1217.3,1135,1109.3,1148.1,1053.1,1029.2,950.1,1037.8,1009.1,911.1
E07000045,Teignbridge,1332.6,1321.1,1245.6,1209.3,1234.6,1123.9,1149.7,1109.1,1085,1128.2,1055.8,1200.1,1089.7,1042.5
E07000046,Torridge,1436.3,1593.6,1403.9,1323.2,1221.5,1172.5,1326.5,1239.4,1051,1207.6,1150.6,1090.9,1053.9,1303.3
E07000047,West Devon,1486.9,1322.6,1318.9,1204.2,1180.2,1179.6,1311.6,1285.8,1115,982.9,1091.4,1193.8,1034.3,1055.5
E07000048,Christchurch,1273.7,1276.5,1284.3,1097.4,1086.6,1095.5,1040.8,1104.3,943,967.1,963.6,833.9,919.9,981.5
E07000049,East Dorset,1140.7,1078.4,1111.6,1005,1079.7,1016.2,1002.8,999.1,920.3,913,869.9,904.9,913,825.8
E07000050,North Dorset,1215.3,1231.1,1081.9,1124.1,1210.2,1065.3,1047.6,1027.7,920.8,1014.8,983.5,1006.4,994.9,994.8
E07000051,Purbeck,1160,1196.7,1109.3,1180.5,1100.6,1062,1244.6,964.8,1020.6,1069.8,985.9,897.6,1001.1,932.4
E07000052,West Dorset,1315.4,1289.2,1282.2,1170.9,1176.8,1056.4,1141.8,1138.5,1168.6,1053.5,1012.5,1051.8,999.7,912.2
E07000053,Weymouth and Portland,1464.9,1514.5,1432.6,1166.1,1259.1,1219.7,1151.2,1336.5,1102,1221.7,1074.4,1159.8,1210.3,1200.2
E07000061,Eastbourne,1518.9,1436.3,1303.7,1335,1264.8,1193.5,1189.5,1156.6,1133.6,1338,1034.2,1108.8,1102.3,1028.8
E07000062,Hastings,1643.1,1658.9,1618,1524.1,1397.5,1611.7,1445.5,1373.6,1470.5,1258.9,1343.4,1247.3,1325.7,1199.1
E07000063,Lewes,1258.1,1216.4,1239,1126.9,1139.8,1089.8,1004.5,1037,1029.6,983.8,1042.2,985.9,1083.6,934.7
E07000064,Rother,1305.3,1451.1,1321.2,1342.3,1208.1,1198.5,1118.5,1162.3,1111.3,1126.9,1013.2,1093.8,1089.2,1055.0
E07000065,Wealden,1247.5,1211.2,1208.4,1234.8,1123.3,1131.3,1020.4,1079.7,1045.7,1063.7,1041.9,990.2,989.6,947.8
E07000066,Basildon,1490.6,1509,1422.1,1460,1401.4,1373.4,1254.2,1244.4,1154.3,1230.2,1077.9,1101.3,1198.3,1134.7
E07000067,Braintree,1453.7,1482.8,1582.8,1306.3,1276.8,1334.8,1168.8,1219.6,1122.1,1293.6,1082,1214.5,1074.8,1100.7
E07000068,Brentwood,1279.8,1215.4,1149.3,1279.7,1075.3,1166.6,1116.6,1198,982.1,1000.1,923.7,1045.6,922.4,1099.6
E07000069,Castle Point,1316.9,1530.6,1438.3,1260,1173.8,1243.5,1177,1192.5,1144.8,1117,1184.1,1076.7,1171.4,1122.1
E07000070,Chelmsford,1403.5,1282.2,1354.3,1218.4,1172.3,1102.2,1140.4,1097.7,1008.5,1045.7,1052.5,1077.7,960.2,976.9
E07000071,Colchester,1479.8,1442.7,1406.5,1352.9,1365.2,1341.4,1248.2,1173.6,1108.1,1146.5,1095.2,1162.6,1122.9,1093.1
E07000072,Epping Forest,1363.6,1412.2,1254.1,1366.7,1341,1367.5,1208.2,1243.9,1160.2,1090.9,1050.5,1092,955.6,1180.8
E07000073,Harlow,1333.8,1516.1,1422.4,1330.7,1339.7,1240,1233.1,1241,1305.3,1203.2,1201.9,1291.3,1223.5,1191.4
E07000074,Maldon,1367.9,1315.7,1317.7,1413.6,1292.3,1253.9,1247.7,1303.7,1179.1,1036.8,1020.8,1114.2,1013.3,1049.3
E07000075,Rochford,1387.1,1308.2,1299.3,1214.9,1261.5,1198.7,1100.8,1273,1061.1,1130.9,1012.4,978.5,1067.3,938.7
E07000076,Tendring,1423.7,1438.8,1395.4,1349.8,1398,1320.2,1248.8,1232.6,1218.6,1295.3,1292.3,1193.9,1207.9,1098.2
E07000077,Uttlesford,1400,1268.5,1185.3,1154.2,1156.5,1320.5,1153.2,1299.2,1079.4,906.3,1072.1,888.2,878.8,989.4
E07000078,Cheltenham,1452.8,1264.7,1365.9,1280.3,1155.8,1278.6,1216.5,1114,1076.6,1053,1064.5,1069.7,1047.4,1063.1
E07000079,Cotswold,1363.8,1278.5,1235.1,1328.5,1135.5,1018.7,1124.4,1172.9,1081.1,982.6,969.5,1046.9,991.9,998.8
E07000080,Forest of Dean,1539.8,1571.7,1545.1,1418.3,1223.2,1315.3,1259,1274.1,1206.7,1049.3,1109.1,1197.3,1209.7,1102.9
E07000081,Gloucester,1482.5,1424.7,1457.3,1552.1,1353,1232.6,1303.7,1315.2,1299.4,1258.5,1333.7,1237.2,1186.2,1114.9
E07000082,Stroud,1329.7,1399.5,1388.5,1274,1336.3,1295.9,1311.7,1177.4,1200.7,1066.7,1032.5,1160.2,1262.3,1125.1
E07000083,Tewkesbury,1283.2,1269.2,1318.3,1272,1189.8,1191.8,1144.3,1118.5,1167,1123.2,1102.4,1080.6,1122.5,1052.6
E07000084,Basingstoke and Deane,1365.9,1562.7,1459.5,1418,1206.6,1168.2,1242.3,1089.4,1061.8,1156.2,1009.7,960.3,1013.9,1063.5
E07000085,East Hampshire,1314.7,1388,1385.8,1185.1,1183.9,1236.5,1137.6,1209.2,1080.6,1065,1011.1,1065.9,996.8,971.9
E07000086,Eastleigh,1362.4,1492.8,1394.3,1335.3,1243.3,1185.2,1258.8,1297.6,1001.5,986.5,981.4,1031.6,1006.4,958.0
E07000087,Fareham,1307.8,1264.3,1214.2,1140.6,1181,1106.6,978.3,1030,1101,1061.9,1030.6,1034.5,1154.8,1000.3
E07000088,Gosport,1610.9,1465.4,1594.9,1355,1469.4,1389.4,1312.1,1130.1,1143,1275.7,1199.1,1181.8,1334.5,1147.4
E07000089,Hart,1253.6,1186.9,1129.3,1109.3,1167.2,935,1067.5,995.2,1033.8,927,848.4,913.5,928.5,992.9
E07000090,Havant,1372.8,1335.9,1400.1,1278.1,1225.3,1152.2,1151.2,1164.9,1125,1132.4,1098.7,1101.4,1169.4,962.7
E07000091,New Forest,1128.2,1220,1191.5,1158.6,1149.6,1066.6,1059.3,1111.7,984.4,981.9,926.8,951.6,946.9,897.4
E07000092,Rushmoor,1476.1,1680,1243.5,1244.9,1304.7,1225.3,1163.9,1320.5,1270.5,1212.3,1180.2,1174.4,1303.7,1149.6
E07000093,Test Valley,1494.6,1354.9,1342.7,1262,1306.5,1140.1,1349.1,1112.4,1147.5,1060.5,1088.6,1011.9,1011.7,936.0
E07000094,Winchester,1246.3,1135.9,1298.8,1132,1114.2,1071.1,1172,1082,935.8,1032.5,966.6,917.2,942.8,996.5
E07000095,Broxbourne,1536.4,1380.3,1446.4,1318.5,1121.3,1166.5,1174.9,1115.1,1068.7,1002.7,1085.7,1086.1,1062.6,965.0
E07000096,Dacorum,1452.1,1342.8,1261.6,1284,1227.4,1216.3,1191.1,1086.1,1056.4,1140.6,1090.7,1097.7,1083.2,938.8
E07000242,East Hertfordshire,1359.4,1398.9,1297.4,1211,1165.9,1170.2,1075.5,1143.7,1113.7,1128.8,1023.9,1026,1026.4,1011.5
E07000098,Hertsmere,1255,1420.6,1362.2,1444.1,1283.1,1228.9,1149.7,1291.8,1250.5,1053.2,1009.7,1011.9,1064.2,1094.9
E07000099,North Hertfordshire,1587.6,1471.8,1438.8,1272.5,1409.5,1331.5,1207,1313,1086.1,1264.1,1122.8,1147.9,1095.6,1090.9
E07000243,Stevenage    ,1516.9,1379.8,1440.3,1489,1348.8,1262.2,1435.9,1383.2,1356,1199,1174.1,1196.8,1186.6,1331.1
E07000102,Three Rivers,1332,1467.7,1247.2,1282.5,1175.9,1125.3,1083.1,1130,1110.9,1133.1,1085.9,1157.9,1021.7,1012.7
E07000103,Watford,1552.4,1518.7,1635.4,1500.2,1293.4,1386.2,1484.6,1365.4,1198.4,1254.9,1181.4,1254.6,1313.9,1190.0
E07000105,Ashford,1396.3,1217.6,1226.5,1198.5,1152.3,1047.7,1128.3,1001.4,1073.1,1054,1014.4,983.2,1125.3,1037.6
E07000106,Canterbury,1379.1,1445.6,1408.1,1452.5,1339.2,1218.6,1231.8,1249.5,1232.3,1148.8,1133.8,1046.9,995.3,1112.9
E07000107,Dartford,1577,1446.2,1601.1,1600.6,1567.2,1287.8,1204,1195.4,1207.6,1257,1200.6,1328.5,1212.8,1125.8
E07000108,Dover,1464.2,1500.7,1494.4,1363.4,1370.5,1308.5,1326.7,1212.8,1294.9,1072.8,1187.1,1116.9,1113.9,1148.2
E07000109,Gravesham,1398.6,1453.2,1531.7,1347.3,1396,1205.6,1313.4,1328.9,1231.3,1184.4,1131.3,1057.8,1155.8,1150.7
E07000110,Maidstone,1460.9,1376.1,1464,1357.6,1343.4,1245,1263,1144.8,1233.2,1250.8,1124.8,1104.4,1178,1082.1
E07000111,Sevenoaks,1250.4,1127.6,1272.7,1184.1,1082.9,1116.3,1070.2,1035.1,1054.3,968.3,1003.6,985.9,1062.6,970.7
E07000112,Shepway,1514.6,1451.7,1557.6,1358.4,1347.7,1245.4,1212.9,1258.3,1158.7,1142.5,1156.5,1074.1,1062.8,1138.8
E07000113,Swale,1406.3,1523,1547,1514.3,1296.8,1526.4,1393.3,1368.7,1381.6,1255.3,1192.3,1115.2,1307.7,1225.9
E07000114,Thanet,1563.7,1607.1,1624.7,1454.4,1611,1444.3,1314.2,1403.6,1503.4,1303.5,1376.9,1226.8,1240.8,1239.6
E07000115,Tonbridge and Malling,1405.8,1380.6,1400.2,1227.8,1206.1,1191.7,1146.9,1096.8,1142,1132.6,1048.8,1054.2,1069.8,911.6
E07000116,Tunbridge Wells,1261.2,1321.4,1277.1,1290.4,1198.5,1157.8,1150.7,1093.8,984.2,956.3,1034.7,978.1,989.2,894.6
E07000117,Burnley,1528.4,1764.3,1696.4,1694,1410.4,1486.9,1470.2,1424.2,1473,1332.8,1433.5,1490.8,1424.7,1293.1
E07000118,Chorley,1579.4,1653.3,1709.9,1589.5,1554.7,1418.5,1248.9,1421.1,1397.6,1246.9,1194.1,1174.2,1174.6,1269.3
E07000119,Fylde,1505.9,1452.5,1419.6,1398.4,1303.1,1355.2,1288.1,1256.9,1245,1089.3,1219,1130.2,1161.3,1166.3
E07000120,Hyndburn,1704.3,1746.9,1616.9,1473.3,1543.9,1531.1,1522.5,1646.3,1539.7,1374,1385.6,1336,1485.2,1375.1
E07000121,Lancaster,1660.6,1574.7,1552.5,1452.1,1386.5,1437.2,1414.4,1393.9,1291.1,1379.7,1293.9,1310.4,1236,1205.5
E07000122,Pendle,1485.6,1570.4,1575.7,1525.3,1526.2,1419.6,1361,1336.7,1285.2,1213.1,1223,1228.3,1199.3,1276.7
E07000123,Preston,1666.9,1685.8,1669.7,1501,1602.4,1530.7,1587.5,1598,1331.4,1343,1253.4,1273.2,1353.5,1352.2
E07000124,Ribble Valley,1482.6,1631.1,1361.8,1475.6,1313.3,1397.2,1261.8,1069.7,1372.3,1209.7,1020.4,1055.4,1087.2,1088.9
E07000125,Rossendale,1669.5,1637.5,1791.9,1674.4,1603.5,1481.7,1726.5,1544.6,1587.7,1414.1,1433.4,1240.6,1215.8,1342.3
E07000126,South Ribble,1527.9,1502.4,1464.2,1364.4,1308.5,1293.8,1359.2,1220.1,1198.9,1132,1149.4,1081.9,1046.1,1038.9
E07000127,West Lancashire,1733.7,1670.1,1647.7,1594.1,1545.9,1373.1,1292.3,1394.9,1274.7,1376,1231.6,1133,1285.9,1110.9
E07000128,Wyre,1407.6,1522.4,1506.2,1469.8,1501.3,1319.6,1356.1,1358.2,1276.1,1173.8,1263.5,1260.1,1147.2,1200.0
E07000129,Blaby,1199.9,1345.3,1276.4,1270.9,1099,1136.1,1074.2,1196.2,1120.9,1143.8,958.3,988,1132.7,990.0
E07000130,Charnwood,1415,1405.8,1420.1,1324.1,1380.9,1337.4,1194.1,1143.8,1104.6,1225.8,1132.7,1068,1062.4,1030.1
E07000131,Harborough,1382.3,1265.2,1291.9,1188.1,1333.9,1088.9,1192.9,1149.5,1088,1073.6,1067,1097.1,1058.4,1071.0
E07000132,Hinckley and Bosworth,1332.9,1363.5,1405.4,1409.8,1208.4,1238.6,1186.5,1222.1,1180.7,1200.2,1117,1129.2,1085.2,1069.3
E07000133,Melton,1501.4,1353.3,1407.7,1475.4,1271,1458.9,1182.1,1224.3,1037.3,978.5,1268.7,1022.9,1007.1,1042.8
E07000134,North West Leicestershire,1486.4,1422.8,1602.4,1382,1400.4,1485.4,1297,1382.3,1242.3,1178.4,1116,1206.9,1200.5,1128.0
E07000135,Oadby and Wigston,1303.7,1186.8,1378.5,1436.4,1260.9,1273.6,1054.1,1200.8,1208.4,1204,1114.8,1050.4,1157.8,1089.6
E07000136,Boston,1461.4,1545.2,1524.7,1442.6,1362.6,1465,1380.6,1361.6,1509.5,1140.3,1188.7,1249.5,1329.6,1200.0
E07000137,East Lindsey,1493.7,1456.7,1398.8,1412,1270.3,1361.9,1277.6,1283.3,1318.8,1301.3,1242.6,1254.2,1165.6,1100.2
E07000138,Lincoln,1661.1,1468,1576.8,1478.6,1456.4,1484.5,1332.9,1409.2,1358.3,1218.8,1442,1227.8,1380,1257.4
E07000139,North Kesteven,1408.8,1401.4,1386.5,1394.7,1145.9,1359.8,1198,1325.2,1161.4,1063.5,1123.9,1048.3,1056.4,895.6
E07000140,South Holland,1563.4,1503.7,1286.4,1375.1,1278.1,1327.9,1289.4,1355.8,1190.2,1127.5,1097.8,1101.7,1113.2,1175.3
E07000141,South Kesteven,1397.4,1306,1380.8,1297,1296.5,1270.9,1276.5,1184.3,1118.9,1130.3,1146.7,1130.2,1065.7,1043.0
E07000142,West Lindsey,1518.9,1374.8,1439.2,1407.1,1333.1,1263.5,1285.9,1196.1,1208.7,1091.8,1253.7,1121.2,1196.1,997.1
E07000143,Breckland,1458.6,1457.9,1363.6,1256.1,1358.8,1218.7,1238.6,1299.3,1175.7,1168.7,1089.5,1079.3,1056.4,1045.0
E07000144,Broadland,1276.7,1400.3,1253.1,1312.9,1319.5,1240,1204.6,1208.3,1190.2,1064.2,975.3,1088.6,1051.1,1013.3
E07000145,Great Yarmouth,1433.3,1497,1505,1427.2,1472.9,1351.1,1342,1350.5,1168.1,1239.6,1294.5,1227.9,1305.8,1318.0
E07000146,King's Lynn and West Norfolk,1438.6,1447.5,1326.4,1260.4,1315.1,1256.3,1167.5,1189,1110.5,1158.8,1076.7,1075.1,1100.8,1061.7
